sno,Date,Store ID,Product ID,Category,Region,Units Sold,Price,Weather Condition,Competitor Pricing,Seasonality,Demand,Revenue,Month
8434,2022-03-26,S002,P0015,Clothing,South,79,60.04,Cloudy,66.47,Spring,87,4743.16,2022-03
8435,2022-03-26,S002,P0016,Clothing,South,0,82.33,Cloudy,75.81,Spring,90,0.0,2022-03
8436,2022-03-26,S002,P0017,Toys,South,234,28.61,Cloudy,25.81,Spring,227,6694.74,2022-03
8437,2022-03-26,S002,P0018,Clothing,South,101,33.09,Cloudy,28.14,Spring,134,3342.09,2022-03
8438,2022-03-26,S002,P0019,Clothing,South,157,93.96,Cloudy,108.25,Spring,134,14751.72,2022-03
8439,2022-03-26,S002,P0020,Furniture,South,71,101.72,Cloudy,88.11,Spring,73,7222.12,2022-03
8440,2022-03-26,S003,P0001,Toys,East,168,18.39,Sunny,20.31,Spring,159,3089.52,2022-03
8441,2022-03-26,S003,P0002,Groceries,East,106,53.87,Sunny,52.81,Spring,139,5710.219999999999,2022-03
8442,2022-03-26,S003,P0003,Electronics,East,97,91.57,Sunny,102.72,Spring,136,8882.289999999999,2022-03
8443,2022-03-26,S003,P0004,Groceries,East,109,25.16,Sunny,21.63,Spring,108,2742.44,2022-03
8444,2022-03-26,S003,P0005,Toys,East,172,23.1,Sunny,27.74,Spring,155,3973.2,2022-03
8445,2022-03-26,S003,P0006,Toys,East,88,48.96,Sunny,41.74,Spring,169,4308.4800000000005,2022-03
8446,2022-03-26,S003,P0007,Groceries,East,168,19.04,Sunny,22.79,Spring,188,3198.72,2022-03
8447,2022-03-26,S003,P0008,Clothing,East,69,102.86,Sunny,113.53,Spring,92,7097.34,2022-03
8448,2022-03-26,S003,P0009,Groceries,East,144,58.96,Sunny,51.48,Spring,212,8490.24,2022-03
8449,2022-03-26,S003,P0010,Groceries,East,131,36.31,Sunny,32.88,Spring,151,4756.610000000001,2022-03
8450,2022-03-26,S003,P0011,Electronics,East,130,119.07,Sunny,113.04,Spring,161,15479.1,2022-03
8451,2022-03-26,S003,P0012,Furniture,East,90,102.19,Sunny,97.31,Spring,100,9197.1,2022-03
8452,2022-03-26,S003,P0013,Groceries,East,75,59.15,Sunny,69.54,Spring,84,4436.25,2022-03
8453,2022-03-26,S003,P0014,Groceries,East,81,93.7,Sunny,83.77,Spring,94,7589.7,2022-03
8454,2022-03-26,S003,P0015,Groceries,East,74,102.82,Sunny,99.84,Spring,113,7608.679999999999,2022-03
8455,2022-03-26,S003,P0016,Electronics,East,94,95.61,Sunny,102.87,Spring,113,8987.34,2022-03
8456,2022-03-26,S003,P0017,Furniture,East,77,111.11,Sunny,128.67,Spring,114,8555.47,2022-03
8457,2022-03-26,S003,P0018,Furniture,East,38,115.4,Sunny,128.19,Spring,61,4385.2,2022-03
8458,2022-03-26,S003,P0019,Groceries,East,91,61.95,Sunny,65.84,Spring,135,5637.45,2022-03
8459,2022-03-26,S003,P0020,Clothing,East,196,77.9,Sunny,87.27,Spring,215,15268.4,2022-03
8460,2022-03-26,S004,P0001,Groceries,West,55,10.12,Sunny,10.96,Spring,86,556.5999999999999,2022-03
8461,2022-03-26,S004,P0002,Groceries,West,109,17.31,Sunny,19.25,Spring,139,1886.79,2022-03
8462,2022-03-26,S004,P0003,Furniture,West,141,125.8,Sunny,132.47,Spring,130,17737.8,2022-03
8463,2022-03-26,S004,P0004,Groceries,West,118,51.17,Sunny,59.95,Spring,115,6038.06,2022-03
8464,2022-03-26,S004,P0005,Clothing,West,131,79.41,Sunny,88.16,Spring,179,10402.71,2022-03
8465,2022-03-26,S004,P0006,Groceries,West,123,34.21,Sunny,37.65,Spring,110,4207.83,2022-03
8466,2022-03-26,S004,P0007,Groceries,West,0,30.15,Sunny,34.23,Spring,113,0.0,2022-03
8467,2022-03-26,S004,P0008,Furniture,West,78,101.55,Sunny,121.99,Spring,115,7920.9,2022-03
8468,2022-03-26,S004,P0009,Clothing,West,85,94.99,Sunny,104.94,Spring,124,8074.15,2022-03
8469,2022-03-26,S004,P0010,Groceries,West,160,31.77,Sunny,34.88,Spring,258,5083.2,2022-03
8470,2022-03-26,S004,P0011,Clothing,West,117,55.37,Sunny,51.27,Spring,106,6478.29,2022-03
8471,2022-03-26,S004,P0012,Electronics,West,127,124.91,Sunny,132.45,Spring,156,15863.57,2022-03
8472,2022-03-26,S004,P0013,Groceries,West,120,18.89,Sunny,18.89,Spring,106,2266.8,2022-03
8473,2022-03-26,S004,P0014,Furniture,West,54,177.12,Sunny,190.9,Spring,90,9564.48,2022-03
8474,2022-03-26,S004,P0015,Furniture,West,129,101.7,Sunny,108.53,Spring,120,13119.3,2022-03
8475,2022-03-26,S004,P0016,Furniture,West,79,93.47,Sunny,109.58,Spring,90,7384.13,2022-03
8476,2022-03-26,S004,P0017,Clothing,West,91,81.28,Sunny,87.6,Spring,108,7396.48,2022-03
8477,2022-03-26,S004,P0018,Furniture,West,68,173.36,Sunny,170.87,Spring,80,11788.48,2022-03
8478,2022-03-26,S004,P0019,Clothing,West,121,67.08,Sunny,63.93,Spring,131,8116.679999999999,2022-03
8479,2022-03-26,S004,P0020,Furniture,West,153,154.87,Sunny,150.0,Spring,143,23695.11,2022-03
8480,2022-03-26,S005,P0001,Groceries,North,53,14.24,Cloudy,13.1,Spring,136,754.72,2022-03
8481,2022-03-26,S005,P0002,Electronics,North,97,36.49,Cloudy,39.35,Spring,105,3539.53,2022-03
8482,2022-03-26,S005,P0003,Toys,North,126,27.2,Cloudy,31.2,Spring,132,3427.2,2022-03
8483,2022-03-26,S005,P0004,Groceries,North,178,10.33,Cloudy,8.85,Spring,202,1838.74,2022-03
8484,2022-03-26,S005,P0005,Groceries,North,136,16.81,Cloudy,20.27,Spring,211,2286.16,2022-03
8485,2022-03-26,S005,P0006,Groceries,North,99,55.29,Cloudy,62.96,Spring,91,5473.71,2022-03
8486,2022-03-26,S005,P0007,Groceries,North,130,93.41,Cloudy,99.98,Spring,139,12143.3,2022-03
8487,2022-03-26,S005,P0008,Groceries,North,100,69.15,Cloudy,61.69,Spring,112,6915.000000000001,2022-03
8488,2022-03-26,S005,P0009,Groceries,North,216,113.0,Cloudy,128.58,Spring,192,24408.0,2022-03
8489,2022-03-26,S005,P0010,Groceries,North,266,77.9,Cloudy,67.16,Spring,236,20721.4,2022-03
8490,2022-03-26,S005,P0011,Electronics,North,124,86.03,Cloudy,78.99,Spring,176,10667.72,2022-03
8491,2022-03-26,S005,P0012,Furniture,North,67,119.25,Cloudy,119.05,Spring,67,7989.75,2022-03
8492,2022-03-26,S005,P0013,Groceries,North,144,60.98,Cloudy,71.18,Spring,126,8781.119999999999,2022-03
8493,2022-03-26,S005,P0014,Furniture,North,35,145.8,Cloudy,127.63,Spring,41,5103.0,2022-03
8494,2022-03-26,S005,P0015,Groceries,North,127,56.21,Cloudy,52.16,Spring,135,7138.67,2022-03
8495,2022-03-26,S005,P0016,Toys,North,129,28.81,Cloudy,32.64,Spring,124,3716.49,2022-03
8496,2022-03-26,S005,P0017,Toys,North,142,34.85,Cloudy,34.39,Spring,147,4948.7,2022-03
8497,2022-03-26,S005,P0018,Clothing,North,103,26.95,Cloudy,25.12,Spring,148,2775.85,2022-03
8498,2022-03-26,S005,P0019,Furniture,North,74,154.91,Cloudy,176.53,Spring,105,11463.34,2022-03
8499,2022-03-26,S005,P0020,Toys,North,57,23.46,Cloudy,27.05,Spring,63,1337.22,2022-03
8500,2022-03-27,S001,P0001,Electronics,North,111,65.59,Sunny,72.31,Spring,100,7280.490000000001,2022-03
8501,2022-03-27,S001,P0002,Clothing,North,124,71.56,Sunny,83.18,Spring,124,8873.44,2022-03
8502,2022-03-27,S001,P0003,Clothing,North,63,42.95,Sunny,46.04,Spring,71,2705.8500000000004,2022-03
8503,2022-03-27,S001,P0004,Electronics,North,151,110.76,Sunny,133.62,Spring,179,16724.760000000002,2022-03
8504,2022-03-27,S001,P0005,Groceries,North,150,69.5,Sunny,65.16,Spring,132,10425.0,2022-03
8505,2022-03-27,S001,P0006,Toys,North,207,48.73,Sunny,56.44,Spring,190,10087.11,2022-03
8506,2022-03-27,S001,P0007,Groceries,North,145,28.91,Sunny,25.81,Spring,148,4191.95,2022-03
8507,2022-03-27,S001,P0008,Electronics,North,115,44.66,Sunny,43.17,Spring,110,5135.9,2022-03
8508,2022-03-27,S001,P0009,Clothing,North,122,87.52,Sunny,99.78,Spring,122,10677.44,2022-03
8509,2022-03-27,S001,P0010,Furniture,North,112,134.51,Sunny,119.81,Spring,104,15065.12,2022-03
8510,2022-03-27,S001,P0011,Furniture,North,156,163.92,Sunny,158.97,Spring,130,25571.52,2022-03
8511,2022-03-27,S001,P0012,Groceries,North,146,86.11,Sunny,99.43,Spring,127,12572.06,2022-03
8512,2022-03-27,S001,P0013,Toys,North,109,36.94,Sunny,36.68,Spring,168,4026.46,2022-03
8513,2022-03-27,S001,P0014,Groceries,North,142,85.92,Sunny,94.13,Spring,171,12200.64,2022-03
8514,2022-03-27,S001,P0015,Toys,North,137,18.09,Sunny,17.21,Spring,116,2478.33,2022-03
8515,2022-03-27,S001,P0016,Groceries,North,162,40.21,Sunny,46.58,Spring,214,6514.02,2022-03
8516,2022-03-27,S001,P0017,Toys,North,70,19.52,Sunny,22.9,Spring,66,1366.4,2022-03
8517,2022-03-27,S001,P0018,Groceries,North,101,52.71,Sunny,49.58,Spring,128,5323.71,2022-03
8518,2022-03-27,S001,P0019,Furniture,North,54,110.02,Sunny,115.82,Spring,82,5941.08,2022-03
8519,2022-03-27,S001,P0020,Furniture,North,115,121.55,Sunny,107.93,Spring,96,13978.25,2022-03
8520,2022-03-27,S002,P0001,Groceries,South,187,104.23,Sunny,119.68,Spring,185,19491.01,2022-03
8521,2022-03-27,S002,P0002,Toys,South,86,36.05,Sunny,35.55,Spring,140,3100.3,2022-03
8522,2022-03-27,S002,P0003,Groceries,South,145,86.18,Sunny,101.93,Spring,153,12496.1,2022-03
8523,2022-03-27,S002,P0004,Groceries,South,93,36.1,Sunny,31.5,Spring,123,3357.3,2022-03
8524,2022-03-27,S002,P0005,Electronics,South,124,100.14,Sunny,118.57,Spring,137,12417.36,2022-03
8525,2022-03-27,S002,P0006,Clothing,South,51,52.24,Sunny,56.12,Spring,76,2664.24,2022-03
8526,2022-03-27,S002,P0007,Toys,South,74,28.11,Sunny,26.77,Spring,107,2080.14,2022-03
8527,2022-03-27,S002,P0008,Groceries,South,138,30.47,Sunny,34.12,Spring,242,4204.86,2022-03
8528,2022-03-27,S002,P0009,Groceries,South,0,67.35,Sunny,78.47,Spring,180,0.0,2022-03
8529,2022-03-27,S002,P0010,Groceries,South,155,119.45,Sunny,129.39,Spring,224,18514.75,2022-03
8530,2022-03-27,S002,P0011,Groceries,South,178,100.46,Sunny,118.24,Spring,221,17881.879999999997,2022-03
8531,2022-03-27,S002,P0012,Electronics,South,127,71.04,Sunny,81.27,Spring,139,9022.08,2022-03
8532,2022-03-27,S002,P0013,Groceries,South,140,20.49,Sunny,23.57,Spring,145,2868.6,2022-03
8533,2022-03-27,S002,P0014,Electronics,South,77,133.92,Sunny,116.31,Spring,117,10311.839999999998,2022-03
8534,2022-03-27,S002,P0015,Clothing,South,104,71.39,Sunny,83.25,Spring,124,7424.56,2022-03
8535,2022-03-27,S002,P0016,Clothing,South,120,101.8,Sunny,97.95,Spring,181,12216.0,2022-03
8536,2022-03-27,S002,P0017,Toys,South,86,21.53,Sunny,19.37,Spring,103,1851.58,2022-03
8537,2022-03-27,S002,P0018,Clothing,South,128,23.75,Sunny,21.4,Spring,120,3040.0,2022-03
8538,2022-03-27,S002,P0019,Clothing,South,62,80.34,Sunny,93.13,Spring,71,4981.08,2022-03
8539,2022-03-27,S002,P0020,Furniture,South,49,125.12,Sunny,122.58,Spring,51,6130.88,2022-03
8540,2022-03-27,S003,P0001,Toys,East,108,18.14,Sunny,16.97,Spring,118,1959.12,2022-03
8541,2022-03-27,S003,P0002,Groceries,East,148,64.24,Sunny,56.37,Spring,160,9507.52,2022-03
8542,2022-03-27,S003,P0003,Electronics,East,142,106.39,Sunny,113.39,Spring,191,15107.38,2022-03
8543,2022-03-27,S003,P0004,Groceries,East,170,25.48,Sunny,22.34,Spring,168,4331.6,2022-03
8544,2022-03-27,S003,P0005,Toys,East,108,27.33,Sunny,29.03,Spring,157,2951.64,2022-03
8545,2022-03-27,S003,P0006,Toys,East,166,45.9,Sunny,45.21,Spring,187,7619.4,2022-03
8546,2022-03-27,S003,P0007,Groceries,East,57,14.67,Sunny,13.78,Spring,83,836.1899999999999,2022-03
8547,2022-03-27,S003,P0008,Clothing,East,160,117.29,Sunny,115.98,Spring,136,18766.4,2022-03
8548,2022-03-27,S003,P0009,Groceries,East,157,54.38,Sunny,58.29,Spring,200,8537.66,2022-03
8549,2022-03-27,S003,P0010,Groceries,East,169,48.72,Sunny,51.51,Spring,192,8233.68,2022-03
8550,2022-03-27,S003,P0011,Electronics,East,151,125.54,Sunny,108.16,Spring,157,18956.54,2022-03
8551,2022-03-27,S003,P0012,Furniture,East,40,90.86,Sunny,87.5,Spring,39,3634.4,2022-03
8552,2022-03-27,S003,P0013,Groceries,East,146,69.5,Sunny,61.1,Spring,161,10147.0,2022-03
8553,2022-03-27,S003,P0014,Groceries,East,129,112.52,Sunny,127.84,Spring,154,14515.08,2022-03
8554,2022-03-27,S003,P0015,Groceries,East,151,118.7,Sunny,107.42,Spring,143,17923.7,2022-03
8555,2022-03-27,S003,P0016,Electronics,East,124,115.26,Sunny,135.9,Spring,179,14292.24,2022-03
8556,2022-03-27,S003,P0017,Furniture,East,52,120.96,Sunny,115.46,Spring,73,6289.92,2022-03
8557,2022-03-27,S003,P0018,Furniture,East,88,113.45,Sunny,136.44,Spring,109,9983.6,2022-03
8558,2022-03-27,S003,P0019,Groceries,East,134,64.54,Sunny,63.05,Spring,132,8648.36,2022-03
8559,2022-03-27,S003,P0020,Clothing,East,121,79.85,Sunny,73.9,Spring,136,9661.85,2022-03
8560,2022-03-27,S004,P0001,Groceries,West,93,10.38,Rainy,12.16,Spring,93,965.34,2022-03
8561,2022-03-27,S004,P0002,Groceries,West,82,18.36,Rainy,22.22,Spring,99,1505.52,2022-03
8562,2022-03-27,S004,P0003,Furniture,West,34,100.96,Rainy,91.91,Spring,35,3432.64,2022-03
8563,2022-03-27,S004,P0004,Groceries,West,119,51.73,Rainy,50.39,Spring,103,6155.87,2022-03
8564,2022-03-27,S004,P0005,Clothing,West,74,62.37,Rainy,55.26,Spring,66,4615.38,2022-03
8565,2022-03-27,S004,P0006,Groceries,West,134,45.42,Rainy,44.27,Spring,192,6086.280000000001,2022-03
8566,2022-03-27,S004,P0007,Groceries,West,53,24.71,Rainy,28.16,Spring,85,1309.63,2022-03
8567,2022-03-27,S004,P0008,Furniture,West,103,96.53,Rainy,88.01,Spring,101,9942.59,2022-03
8568,2022-03-27,S004,P0009,Clothing,West,59,95.8,Rainy,92.65,Spring,91,5652.2,2022-03
8569,2022-03-27,S004,P0010,Groceries,West,231,34.08,Rainy,29.54,Spring,193,7872.48,2022-03
8570,2022-03-27,S004,P0011,Clothing,West,155,61.41,Rainy,55.59,Spring,140,9518.55,2022-03
8571,2022-03-27,S004,P0012,Electronics,West,133,111.36,Rainy,117.51,Spring,117,14810.88,2022-03
8572,2022-03-27,S004,P0013,Groceries,West,49,13.74,Rainy,16.57,Spring,48,673.26,2022-03
8573,2022-03-27,S004,P0014,Furniture,West,45,165.2,Rainy,175.3,Spring,70,7433.999999999999,2022-03
8574,2022-03-27,S004,P0015,Furniture,West,54,82.78,Rainy,99.75,Spring,60,4470.12,2022-03
8575,2022-03-27,S004,P0016,Furniture,West,26,110.44,Rainy,95.83,Spring,71,2871.44,2022-03
8576,2022-03-27,S004,P0017,Clothing,West,59,81.03,Rainy,71.01,Spring,59,4780.77,2022-03
8577,2022-03-27,S004,P0018,Furniture,West,80,149.17,Rainy,147.02,Spring,83,11933.6,2022-03
8578,2022-03-27,S004,P0019,Clothing,West,130,63.19,Rainy,53.93,Spring,111,8214.699999999999,2022-03
8579,2022-03-27,S004,P0020,Furniture,West,34,110.37,Rainy,122.52,Spring,43,3752.58,2022-03
8580,2022-03-27,S005,P0001,Groceries,North,109,11.94,Sunny,11.32,Spring,96,1301.46,2022-03
8581,2022-03-27,S005,P0002,Electronics,North,122,43.95,Sunny,39.03,Spring,113,5361.900000000001,2022-03
8582,2022-03-27,S005,P0003,Toys,North,71,27.61,Sunny,30.1,Spring,117,1960.31,2022-03
8583,2022-03-27,S005,P0004,Groceries,North,114,7.48,Sunny,8.89,Spring,141,852.72,2022-03
8584,2022-03-27,S005,P0005,Groceries,North,126,18.09,Sunny,21.64,Spring,168,2279.34,2022-03
8585,2022-03-27,S005,P0006,Groceries,North,146,68.32,Sunny,79.35,Spring,204,9974.72,2022-03
8586,2022-03-27,S005,P0007,Groceries,North,169,92.56,Sunny,98.38,Spring,154,15642.64,2022-03
8587,2022-03-27,S005,P0008,Groceries,North,93,53.44,Sunny,56.79,Spring,82,4969.92,2022-03
8588,2022-03-27,S005,P0009,Groceries,North,128,104.28,Sunny,102.35,Spring,212,13347.84,2022-03
8589,2022-03-27,S005,P0010,Groceries,North,118,71.21,Sunny,75.05,Spring,196,8402.779999999999,2022-03
8590,2022-03-27,S005,P0011,Electronics,North,180,83.85,Sunny,71.48,Spring,166,15092.999999999998,2022-03
8591,2022-03-27,S005,P0012,Furniture,North,99,125.56,Sunny,142.1,Spring,96,12430.44,2022-03
8592,2022-03-27,S005,P0013,Groceries,North,72,70.8,Sunny,68.24,Spring,99,5097.599999999999,2022-03
8593,2022-03-27,S005,P0014,Furniture,North,113,170.2,Sunny,201.35,Spring,114,19232.6,2022-03
8594,2022-03-27,S005,P0015,Groceries,North,72,47.83,Sunny,43.89,Spring,84,3443.76,2022-03
8595,2022-03-27,S005,P0016,Toys,North,110,35.67,Sunny,41.51,Spring,134,3923.7,2022-03
8596,2022-03-27,S005,P0017,Toys,North,86,40.32,Sunny,39.57,Spring,134,3467.52,2022-03
8597,2022-03-27,S005,P0018,Clothing,North,169,25.54,Sunny,25.52,Spring,213,4316.26,2022-03
8598,2022-03-27,S005,P0019,Furniture,North,73,147.4,Sunny,164.74,Spring,106,10760.2,2022-03
8599,2022-03-27,S005,P0020,Toys,North,115,35.71,Sunny,34.44,Spring,141,4106.650000000001,2022-03
8600,2022-03-28,S001,P0001,Electronics,North,65,59.74,Rainy,51.11,Spring,59,3883.1,2022-03
8601,2022-03-28,S001,P0002,Clothing,North,59,53.0,Rainy,50.05,Spring,52,3127.0,2022-03
8602,2022-03-28,S001,P0003,Clothing,North,125,54.44,Rainy,58.92,Spring,125,6805.0,2022-03
8603,2022-03-28,S001,P0004,Electronics,North,94,111.43,Rainy,98.19,Spring,121,10474.42,2022-03
8604,2022-03-28,S001,P0005,Groceries,North,125,59.1,Rainy,69.04,Spring,113,7387.5,2022-03
8605,2022-03-28,S001,P0006,Toys,North,71,36.76,Rainy,42.19,Spring,63,2609.96,2022-03
8606,2022-03-28,S001,P0007,Groceries,North,131,21.59,Rainy,24.7,Spring,146,2828.29,2022-03
8607,2022-03-28,S001,P0008,Electronics,North,85,39.71,Rainy,43.63,Spring,90,3375.35,2022-03
8608,2022-03-28,S001,P0009,Clothing,North,78,78.43,Rainy,71.18,Spring,74,6117.540000000001,2022-03
8609,2022-03-28,S001,P0010,Furniture,North,88,124.21,Rainy,108.5,Spring,98,10930.48,2022-03
8610,2022-03-28,S001,P0011,Furniture,North,73,149.54,Rainy,139.89,Spring,121,10916.42,2022-03
8611,2022-03-28,S001,P0012,Groceries,North,175,78.03,Rainy,68.02,Spring,157,13655.25,2022-03
8612,2022-03-28,S001,P0013,Toys,North,49,27.35,Rainy,30.63,Spring,69,1340.15,2022-03
8613,2022-03-28,S001,P0014,Groceries,North,84,82.19,Rainy,80.26,Spring,137,6903.96,2022-03
8614,2022-03-28,S001,P0015,Toys,North,112,16.35,Rainy,18.86,Spring,100,1831.2000000000005,2022-03
8615,2022-03-28,S001,P0016,Groceries,North,133,32.51,Rainy,34.69,Spring,112,4323.83,2022-03
8616,2022-03-28,S001,P0017,Toys,North,71,19.28,Rainy,18.09,Spring,63,1368.88,2022-03
8617,2022-03-28,S001,P0018,Groceries,North,60,52.12,Rainy,51.27,Spring,69,3127.2,2022-03
8618,2022-03-28,S001,P0019,Furniture,North,37,91.94,Rainy,101.26,Spring,48,3401.78,2022-03
8619,2022-03-28,S001,P0020,Furniture,North,57,103.6,Rainy,110.62,Spring,65,5905.2,2022-03
8620,2022-03-28,S002,P0001,Groceries,South,80,79.92,Rainy,69.61,Spring,110,6393.6,2022-03
8621,2022-03-28,S002,P0002,Toys,South,94,40.11,Rainy,37.39,Spring,140,3770.34,2022-03
8622,2022-03-28,S002,P0003,Groceries,South,124,86.98,Rainy,81.89,Spring,159,10785.52,2022-03
8623,2022-03-28,S002,P0004,Groceries,South,127,43.55,Rainy,47.32,Spring,108,5530.849999999999,2022-03
8624,2022-03-28,S002,P0005,Electronics,South,76,74.77,Rainy,84.39,Spring,64,5682.52,2022-03
8625,2022-03-28,S002,P0006,Clothing,South,89,60.83,Rainy,57.53,Spring,89,5413.87,2022-03
8626,2022-03-28,S002,P0007,Toys,South,99,23.61,Rainy,27.08,Spring,87,2337.39,2022-03
8627,2022-03-28,S002,P0008,Groceries,South,56,22.22,Rainy,23.47,Spring,70,1244.32,2022-03
8628,2022-03-28,S002,P0009,Groceries,South,117,71.73,Rainy,64.43,Spring,126,8392.41,2022-03
8629,2022-03-28,S002,P0010,Groceries,South,42,60.1,Rainy,53.53,Spring,55,2524.2000000000003,2022-03
8630,2022-03-28,S002,P0011,Groceries,South,100,83.6,Rainy,80.18,Spring,92,8360.0,2022-03
8631,2022-03-28,S002,P0012,Electronics,South,139,60.8,Rainy,67.66,Spring,126,8451.199999999999,2022-03
8632,2022-03-28,S002,P0013,Groceries,South,57,24.03,Rainy,22.43,Spring,123,1369.71,2022-03
8633,2022-03-28,S002,P0014,Electronics,South,49,122.47,Rainy,117.6,Spring,75,6001.03,2022-03
8634,2022-03-28,S002,P0015,Clothing,South,93,68.76,Rainy,73.97,Spring,96,6394.68,2022-03
8635,2022-03-28,S002,P0016,Clothing,South,73,75.62,Rainy,84.11,Spring,97,5520.26,2022-03
8636,2022-03-28,S002,P0017,Toys,South,201,24.59,Rainy,28.96,Spring,186,4942.59,2022-03
8637,2022-03-28,S002,P0018,Clothing,South,40,22.28,Rainy,19.67,Spring,35,891.2,2022-03
8638,2022-03-28,S002,P0019,Clothing,South,21,67.84,Rainy,78.34,Spring,28,1424.64,2022-03
8639,2022-03-28,S002,P0020,Furniture,South,137,148.45,Rainy,144.55,Spring,133,20337.65,2022-03
8640,2022-03-28,S003,P0001,Toys,East,86,18.68,Rainy,17.0,Spring,128,1606.48,2022-03
8641,2022-03-28,S003,P0002,Groceries,East,121,60.3,Rainy,64.05,Spring,120,7296.299999999999,2022-03
8642,2022-03-28,S003,P0003,Electronics,East,142,79.86,Rainy,87.42,Spring,130,11340.12,2022-03
8643,2022-03-28,S003,P0004,Groceries,East,83,21.69,Rainy,20.68,Spring,79,1800.2700000000002,2022-03
8644,2022-03-28,S003,P0005,Toys,East,122,22.62,Rainy,24.05,Spring,110,2759.6400000000003,2022-03
8645,2022-03-28,S003,P0006,Toys,East,145,44.35,Rainy,38.24,Spring,134,6430.75,2022-03
8646,2022-03-28,S003,P0007,Groceries,East,107,15.47,Rainy,18.64,Spring,154,1655.29,2022-03
8647,2022-03-28,S003,P0008,Clothing,East,116,119.56,Rainy,109.64,Spring,123,13868.96,2022-03
8648,2022-03-28,S003,P0009,Groceries,East,76,57.98,Rainy,50.61,Spring,119,4406.48,2022-03
8649,2022-03-28,S003,P0010,Groceries,East,194,46.98,Rainy,46.63,Spring,179,9114.12,2022-03
8650,2022-03-28,S003,P0011,Electronics,East,132,101.88,Rainy,114.38,Spring,125,13448.16,2022-03
8651,2022-03-28,S003,P0012,Furniture,East,64,88.26,Rainy,77.47,Spring,74,5648.64,2022-03
8652,2022-03-28,S003,P0013,Groceries,East,93,83.33,Rainy,83.0,Spring,124,7749.69,2022-03
8653,2022-03-28,S003,P0014,Groceries,East,129,89.06,Rainy,105.86,Spring,110,11488.74,2022-03
8654,2022-03-28,S003,P0015,Groceries,East,15,64.69,Rainy,78.22,Spring,17,970.35,2022-03
8655,2022-03-28,S003,P0016,Electronics,East,148,109.09,Rainy,107.66,Spring,209,16145.32,2022-03
8656,2022-03-28,S003,P0017,Furniture,East,137,119.83,Rainy,129.35,Spring,119,16416.71,2022-03
8657,2022-03-28,S003,P0018,Furniture,East,94,139.04,Rainy,135.81,Spring,100,13069.759999999998,2022-03
8658,2022-03-28,S003,P0019,Groceries,East,125,56.48,Rainy,66.56,Spring,140,7060.0,2022-03
8659,2022-03-28,S003,P0020,Clothing,East,62,62.16,Rainy,61.7,Spring,93,3853.92,2022-03
8660,2022-03-28,S004,P0001,Groceries,West,128,10.84,Rainy,10.14,Spring,107,1387.52,2022-03
8661,2022-03-28,S004,P0002,Groceries,West,107,22.23,Rainy,24.51,Spring,127,2378.61,2022-03
8662,2022-03-28,S004,P0003,Furniture,West,37,100.51,Rainy,117.32,Spring,46,3718.87,2022-03
8663,2022-03-28,S004,P0004,Groceries,West,77,60.4,Rainy,56.29,Spring,118,4650.8,2022-03
8664,2022-03-28,S004,P0005,Clothing,West,44,67.11,Rainy,72.99,Spring,71,2952.84,2022-03
8665,2022-03-28,S004,P0006,Groceries,West,78,35.16,Rainy,34.8,Spring,86,2742.48,2022-03
8666,2022-03-28,S004,P0007,Groceries,West,117,23.42,Rainy,26.58,Spring,104,2740.1400000000003,2022-03
8667,2022-03-28,S004,P0008,Furniture,West,46,90.64,Rainy,103.89,Spring,52,4169.44,2022-03
8668,2022-03-28,S004,P0009,Clothing,West,125,122.43,Rainy,113.76,Spring,113,15303.75,2022-03
8669,2022-03-28,S004,P0010,Groceries,West,147,26.69,Rainy,23.22,Spring,190,3923.43,2022-03
8670,2022-03-28,S004,P0011,Clothing,West,95,57.4,Rainy,63.2,Spring,116,5453.0,2022-03
8671,2022-03-28,S004,P0012,Electronics,West,124,98.74,Rainy,113.02,Spring,116,12243.76,2022-03
8672,2022-03-28,S004,P0013,Groceries,West,104,22.58,Rainy,20.41,Spring,111,2348.32,2022-03
8673,2022-03-28,S004,P0014,Furniture,West,59,160.3,Rainy,186.15,Spring,76,9457.7,2022-03
8674,2022-03-28,S004,P0015,Furniture,West,61,94.42,Rainy,89.79,Spring,53,5759.62,2022-03
8675,2022-03-28,S004,P0016,Furniture,West,80,105.29,Rainy,126.05,Spring,88,8423.2,2022-03
8676,2022-03-28,S004,P0017,Clothing,West,112,91.95,Rainy,84.41,Spring,94,10298.4,2022-03
8677,2022-03-28,S004,P0018,Furniture,West,82,157.77,Rainy,150.45,Spring,83,12937.14,2022-03
8678,2022-03-28,S004,P0019,Clothing,West,82,58.07,Rainy,66.92,Spring,101,4761.74,2022-03
8679,2022-03-28,S004,P0020,Furniture,West,90,103.87,Rainy,124.19,Spring,90,9348.3,2022-03
8680,2022-03-28,S005,P0001,Groceries,North,61,10.05,Rainy,9.34,Spring,62,613.0500000000001,2022-03
8681,2022-03-28,S005,P0002,Electronics,North,103,39.45,Rainy,39.16,Spring,96,4063.35,2022-03
8682,2022-03-28,S005,P0003,Toys,North,112,29.14,Rainy,24.96,Spring,100,3263.6800000000003,2022-03
8683,2022-03-28,S005,P0004,Groceries,North,170,9.52,Rainy,8.3,Spring,151,1618.4,2022-03
8684,2022-03-28,S005,P0005,Groceries,North,92,17.04,Rainy,14.76,Spring,95,1567.6799999999998,2022-03
